,state_code,state_name,level,dist_code,name_of_city,population_total,population_male,population_female,0-6_population_total,0-6_population_male,0-6_population_female,literates_total,literates_male,literates_female,sex_ratio,child_sex_ratio,effective_literacy_rate_total,effective_literacy_rate_male,effective_literacy_rate_female,location
0,1,JAMMU & KASHMIR,71,10,Srinagar ,1192792,631916,560876,148178,79293,68885,741441,428915,312526,888,869,70.98,77.61,63.52,"34.0836708,74.7972825"
1,1,JAMMU & KASHMIR,71,14,Anantnag ,108505,56030,52475,18056,9633,8423,71408,39591,31817,937,874,78.95,85.33,72.23,"33.7311255,75.1487007"
2,1,JAMMU & KASHMIR,71,21,Jammu ,503690,265346,238344,42655,23317,19338,413366,225410,187956,898,829,89.66,93.13,85.82,"32.7266016,74.8570259"
3,2,HIMACHAL PRADESH,71,11,Shimla ,169758,93364,76394,13646,7221,6425,147799,82486,65313,818,890,94.67,95.75,93.35,"31.1048145,77.1734033"
4,3,PUNJAB,71,1,Pathankot ,148357,77833,70524,13496,7488,6008,119483,64673,54810,906,802,88.6,91.94,84.96,"32.2643375,75.6421121"
5,3,PUNJAB,71,1,Batala ,156400,82459,73941,14698,8028,6670,121138,66101,55037,897,831,85.49,88.81,81.81,"31.8183238,75.2070644"
7,3,PUNJAB,71,3,Jalandhar ,862196,458015,404181,83669,44850,38819,665625,363500,302125,882,866,85.5,87.98,82.69,"31.3260152,75.5761829"
8,3,PUNJAB,7,4,Hoshiarpur ,168443,88290,80153,16836,9178,7658,135094,72533,62561,908,834,89.11,91.68,86.3,"31.5143178,75.911483"
9,3,PUNJAB,7,7,Khanna ,128130,67811,60319,13218,7232,5986,97022,53108,43914,890,828,84.43,87.67,80.82,"30.697852,76.2112286"
10,3,PUNJAB,7,7,Ludhiana ,1613878,874773,739105,173021,92492,80529,1230218,691161,539057,845,871,85.38,88.35,81.85,"30.900965,75.8572758"
11,3,PUNJAB,71,8,Moga ,150432,79760,70672,15502,8348,7154,110764,60698,50066,886,857,82.09,85,78.82,"30.8164603,75.1717093"
12,3,PUNJAB,7,9,Firozpur ,110091,58401,51690,11516,6262,5254,78615,43468,35147,885,839,79.75,83.37,75.69,"30.9331348,74.6224755"
13,3,PUNJAB,7,9,Abohar ,145238,76840,68398,15870,8587,7283,103319,58347,44972,890,848,79.86,85.49,73.59,"30.1452928,74.1993043"
14,3,PUNJAB,7,10,Muktsar ,117085,62005,55080,13639,7448,6191,79979,45007,34972,888,831,77.31,82.5,71.53,"30.4766391,74.511172"
15,3,PUNJAB,7,12,Bathinda ,285813,151782,134031,30713,16472,14241,211318,118888,92430,883,865,82.84,87.86,77.16,"30.210994,74.9454745"
16,3,PUNJAB,71,14,Patiala ,405164,215606,189558,39155,21058,18097,316093,174291,141802,879,859,86.36,89.59,82.7,"30.3397809,76.3868797"
17,3,PUNJAB,71,15,Amritsar ,1132761,602754,530007,109540,60056,49484,872527,478062,394465,879,824,85.27,88.09,82.09,"31.6339793,74.8722642"
18,3,PUNJAB,71,18,S.A.S. Nagar ,146104,76441,69663,13155,6975,6180,123930,66100,57830,911,886,93.22,95.15,91.1,"30.6496486,76.7567368"
19,3,PUNJAB,7,19,Malerkotla ,135330,71401,63929,16315,8365,7950,83606,47164,36442,895,950,70.25,74.82,65.1,"30.5232076,75.8882508"
20,3,PUNJAB,7,20,Barnala ,116454,62302,54152,12984,7096,5888,82347,46100,36247,869,830,79.59,83.51,75.1,"30.3819446,75.5467979"
21,4,CHANDIGARH,71,1,Chandigarh ,960787,525226,435561,104192,56020,48172,743254,426071,317183,829,860,86.77,90.81,81.88,"30.7333148,76.7794179"
22,5,UTTARAKHAND,71,5,Dehradun ,578420,303411,275009,59180,31600,27580,463791,251832,211959,906,873,89.32,92.65,85.66,"30.3164945,78.0321918"
23,5,UTTARAKHAND,71,11,Haldwani-cum-Kathgodam ,156060,81918,74142,19783,10397,9386,111410,60678,50732,905,903,81.75,84.84,78.34,"29.2182644,79.5129767"
24,5,UTTARAKHAND,7,12,Kashipur ,121610,63625,57985,14381,7792,6589,89433,49030,40403,911,846,83.4,87.82,78.61,"29.2104232,78.9618845"
25,5,UTTARAKHAND,71,12,Rudrapur ,140884,74276,66608,19727,10342,9385,88700,51407,37293,897,907,73.21,80.41,65.17,"28.9875082,79.4141214"
26,5,UTTARAKHAND,71,13,Roorkee ,118188,63508,54680,11596,6337,5259,96674,53928,42746,861,830,90.7,94.33,86.49,"29.8542626,77.8880002"
27,5,UTTARAKHAND,71,13,Hardwar ,225235,120201,105034,25950,13853,12097,169371,94508,74863,874,873,84.99,88.87,80.55,"29.9456906,78.1642478"
28,6,HARYANA,7,1,Panchkula ,210175,111622,98553,22111,12024,10087,165235,90938,74297,883,839,87.86,91.31,83.98,"30.6942091,76.860565"
29,6,HARYANA,71,2,Ambala Sadar ,104268,54241,50027,9646,5239,4407,83236,43444,39792,922,841,87.97,88.66,87.22,"30.3248708,76.8432663"
30,6,HARYANA,7,2,Ambala ,196216,103533,92683,19645,10713,8932,155780,85004,70776,895,834,88.23,91.58,84.51,"30.3781788,76.7766974"
31,6,HARYANA,71,3,Yamunanagar ,216628,115404,101224,22905,12556,10349,166419,92164,74255,877,824,85.91,89.61,81.71,"30.1290485,77.2673901"
32,6,HARYANA,71,3,Jagadhri ,124915,67752,57163,13635,7484,6151,95469,53660,41809,844,822,85.79,89.04,81.96,"30.1680858,77.2969204"
33,6,HARYANA,7,4,Thanesar ,154962,83655,71307,15594,8401,7193,119482,67646,51836,852,856,85.73,89.89,80.85,"29.9696148,76.8197522"
34,6,HARYANA,7,5,Kaithal ,144633,76657,67976,16690,9156,7534,103329,59162,44167,887,823,80.76,87.65,73.07,"29.7856734,76.3984537"
35,6,HARYANA,71,6,Karnal ,286974,151668,135306,31291,17319,13972,220711,121652,99059,892,807,86.32,90.55,81.64,"29.6856929,76.9904825"
36,6,HARYANA,71,7,Panipat ,294150,157302,136848,35477,19246,16231,218023,122629,95394,870,843,84.29,88.83,79.09,"29.3909464,76.9635023"
37,6,HARYANA,71,8,Sonipat ,277053,147933,129120,30809,17232,13577,215609,121821,93788,873,788,87.56,93.21,81.17,"28.9287735,77.091281"
38,6,HARYANA,7,9,Jind ,166225,88561,77664,18825,10280,8545,123267,71129,52138,877,831,83.63,90.86,75.43,"29.3211153,76.3058328"
39,6,HARYANA,7,11,Sirsa ,183282,96806,86476,20161,11161,9000,135435,75796,59639,893,806,83.03,88.5,76.98,"29.5335931,75.0177029"
40,6,HARYANA,71,12,Hisar ,301249,163338,137911,33514,18015,15499,216978,125172,91806,844,860,81.04,86.13,75,"29.1491875,75.7216527"
41,6,HARYANA,7,13,Bhiwani ,197662,105372,92290,22507,12444,10063,147807,84028,63779,876,809,84.39,90.42,77.56,"28.7751693,75.9927652"
42,6,HARYANA,7,14,Rohtak ,373133,197754,175379,40715,22711,18004,279509,155679,123830,887,793,84.08,88.94,78.68,"28.8955152,76.606611"
43,6,HARYANA,7,15,Bahadurgarh ,170426,91736,78690,20374,11420,8954,132108,75714,56394,858,784,88.04,94.27,80.87,"28.6924464,76.9239727"
44,6,HARYANA,7,17,Rewari ,140864,74689,66175,15986,8958,7028,110205,61933,48272,886,785,88.25,94.22,81.61,"28.1927631,76.6239423"
45,6,HARYANA,71,18,Gurgaon ,876824,475612,401212,108623,58842,49781,662969,373164,289805,844,846,86.3,89.54,82.46,"28.4594965,77.0266383"
46,6,HARYANA,7,20,Faridabad ,1404653,750446,654207,176773,95808,80965,1042168,592024,450144,872,845,84.88,90.44,78.53,"28.4089123,77.3177894"
47,6,HARYANA,71,21,Palwal ,127931,67887,60044,15662,8614,7048,90937,52028,38909,884,818,81,87.78,73.42,"28.1487362,77.3320262"
48,7,NCT OF DELHI,71,99,Delhi ,11007835,5871362,5136473,1209275,647938,561337,8583105,4776490,3806615,875,866,87.6,91.44,83.2,"28.7041,77.1025"
49,7,NCT OF DELHI,71,99,New Delhi ,249998,136438,113560,20857,11158,9699,208352,118453,89899,832,869,90.93,94.55,86.56,"28.6139,77.2090"
50,7,NCT OF DELHI,81,1,Kirari Suleman Nagar ,282598,152135,130463,40720,21149,19571,191624,113079,78545,858,925,79.22,86.33,70.83,"28.6967948,77.0643614"
51,7,NCT OF DELHI,81,1,Sultan Pur Majra ,181624,95816,85808,24254,12842,11412,125557,72458,53099,896,889,79.78,87.33,71.37,"28.6958531,77.0805496"
52,7,NCT OF DELHI,81,1,Bhalswa Jahangir Pur ,197150,106271,90879,27653,14678,12975,130417,76114,54303,855,884,76.94,83.1,69.71,"28.757322,77.1544"
53,7,NCT OF DELHI,81,2,Burari ,145584,77767,67817,18134,9809,8325,113188,64125,49063,872,849,88.81,94.36,82.47,"28.7535212,77.1948241"
54,7,NCT OF DELHI,81,3,Karawal Nagar ,224666,120284,104382,30985,16871,14114,163801,94870,68931,868,837,84.57,91.74,76.36,"28.7283102,77.276926"
55,7,NCT OF DELHI,81,3,Mustafabad ,127012,66754,60258,19370,10176,9194,81915,47714,34201,903,903,76.1,84.33,66.98,"28.7113968,77.2681086"
56,7,NCT OF DELHI,81,3,Gokal Pur ,121938,64935,57003,15299,8282,7017,90904,51785,39119,878,847,85.24,91.41,78.26,"28.703423,77.2840105"
57,7,NCT OF DELHI,81,3,Mandoli ,120345,64123,56222,16212,8547,7665,84053,48535,35518,877,897,80.72,87.33,73.15,"28.7041396,77.313921"
58,7,NCT OF DELHI,81,4,Dallo Pura ,154955,81425,73530,18832,9961,8871,111514,62799,48715,903,891,81.92,87.88,75.34,"28.6004677,77.319462"
59,7,NCT OF DELHI,81,7,Hastsal ,177033,95068,81965,23920,12775,11145,129653,75259,54394,862,872,84.68,91.45,76.81,"28.6377129,77.0490264"
60,7,NCT OF DELHI,81,7,Nangloi Jat ,205497,110068,95429,28274,15215,13059,147805,85448,62357,867,858,83.4,90.08,75.7,"28.6841206,77.0632942"
61,7,NCT OF DELHI,71,8,Delhi Cantonment ,116352,67703,48649,13214,7258,5956,93971,57144,36827,719,821,91.11,94.54,86.26,"28.5961279,77.1587375"
62,7,NCT OF DELHI,81,9,Deoli ,169410,91173,78237,22526,12001,10525,123167,72062,51105,858,877,83.85,91.02,75.47,"28.4962152,77.2376414"
63,8,RAJASTHAN,71,1,Ganganagar ,224773,120929,103844,24768,13651,11117,166449,95374,71075,859,814,83.22,88.9,76.65,"29.9038399,73.8771901"
64,8,RAJASTHAN,7,2,Hanumangarh ,151104,79817,71287,17947,9709,8238,104285,59883,44402,893,848,78.32,85.42,70.42,"29.5815012,74.3294199"
65,8,RAJASTHAN,7,3,Bikaner ,647804,340894,306910,82264,43280,38984,451663,259367,192296,900,901,79.86,87.15,71.77,"28.0229348,73.3119159"
66,8,RAJASTHAN,71,4,Churu ,119846,61771,58075,16334,8513,7821,77751,46055,31696,940,919,75.11,86.48,63.07,"28.3174965,74.9851678"
67,8,RAJASTHAN,7,4,Sujangarh ,101528,52078,49450,14723,7775,6948,64716,37914,26802,950,894,74.55,85.58,63.06,"27.7044756,74.4642861"
68,8,RAJASTHAN,7,5,Jhunjhunun ,118966,61906,57060,16563,8887,7676,76183,44962,31221,922,864,74.4,84.8,63.22,"28.1288747,75.3995089"
69,8,RAJASTHAN,71,6,Alwar ,315310,166900,148410,34576,18862,15714,243634,138737,104897,889,833,86.78,93.72,79.05,"27.5529907,76.6345735"
70,8,RAJASTHAN,7,6,Bhiwadi ,104883,59757,45126,16884,9080,7804,70987,44697,26290,755,859,80.67,88.2,70.44,"28.2088218,76.8445999"
71,8,RAJASTHAN,71,7,Bharatpur ,252109,134088,118021,31538,17245,14293,181159,105642,75517,880,829,82.13,90.41,72.8,"27.216981,77.489515"
72,8,RAJASTHAN,71,8,Dhaulpur ,126142,67740,58402,17199,9459,7740,83405,49087,34318,862,818,76.56,84.22,67.74,"26.7025181,77.893391"
73,8,RAJASTHAN,7,9,Hindaun ,105690,56178,49512,15451,8345,7106,69108,41993,27115,881,852,76.58,87.79,63.94,"26.7454967,77.0330481"
74,8,RAJASTHAN,71,10,Gangapur City ,119045,62910,56135,16098,8693,7405,82132,49231,32901,892,852,79.78,90.8,67.52,"26.4846537,76.7278803"
75,8,RAJASTHAN,7,10,Sawai Madhopur ,120998,63223,57775,15286,8170,7116,85472,50438,35034,914,871,80.85,91.62,69.16,"26.0377772,76.3521514"
76,8,RAJASTHAN,7,12,Jaipur ,3073350,1619280,1454070,378788,204320,174468,2272724,1282140,990584,898,854,84.34,90.61,77.41,"26.9124336,75.7872709"
77,8,RAJASTHAN,71,13,Sikar ,237579,123156,114423,32189,17236,14953,158413,91403,67010,929,868,77.13,86.29,67.37,"27.6094,75.139911"
78,8,RAJASTHAN,71,14,Nagaur ,100618,52220,48398,12974,6914,6060,64028,37179,26849,927,876,73.05,82.06,63.42,"27.1991222,73.740924"
79,8,RAJASTHAN,71,15,Jodhpur ,1033918,544057,489861,126543,66662,59881,740011,422120,317891,900,898,81.56,88.42,73.93,"26.2389469,73.0243094"
80,8,RAJASTHAN,7,20,Pali ,229956,120008,109948,30566,16257,14309,156858,92705,64153,916,880,78.67,89.35,67.08,"25.7710893,73.3234478"
81,8,RAJASTHAN,71,21,Ajmer ,542580,278786,263794,59437,31547,27890,422913,230586,192327,946,884,87.53,93.26,81.53,"26.4498954,74.6399163"
82,8,RAJASTHAN,71,21,Beawar ,145809,74946,70863,17709,9419,8290,110111,61229,48882,946,880,85.96,93.44,78.12,"26.1007337,74.3190747"
83,8,RAJASTHAN,7,21,Kishangarh ,155019,80343,74676,21765,11602,10163,106809,61313,45496,929,876,80.15,89.19,70.52,"26.5870344,74.856397"
84,8,RAJASTHAN,7,22,Tonk ,165363,84927,80436,23122,12280,10842,98819,57170,41649,947,883,69.47,78.7,59.85,"26.1620402,75.7894716"
85,8,RAJASTHAN,71,23,Bundi ,102823,53299,49524,12047,6419,5628,75482,42642,32840,929,877,83.15,90.96,74.81,"25.4305144,75.6499025"
86,8,RAJASTHAN,7,24,Bhilwara ,360009,187952,172057,45832,24215,21617,264762,150306,114456,915,893,84.27,91.8,76.08,"25.321377,74.586953"
87,8,RAJASTHAN,71,27,Banswara ,100128,51240,48888,12244,6602,5642,76438,41404,35034,954,855,86.98,92.76,81.01,"23.5461394,74.4349761"
88,8,RAJASTHAN,7,28,Chittaurgarh ,116409,60229,56180,14067,7473,6594,86945,48624,38321,933,882,84.96,92.17,77.28,"24.8887435,74.6269216"
89,8,RAJASTHAN,7,29,Kota ,1001365,529795,471570,118139,62958,55181,738795,422767,316028,890,876,83.65,90.56,75.9,"25.2138156,75.8647527"
90,8,RAJASTHAN,7,30,Baran ,118157,61360,56797,14845,7842,7003,83879,48209,35670,926,893,81.19,90.08,71.64,"25.1011438,76.5131637"
91,8,RAJASTHAN,71,32,Udaipur ,451735,234681,217054,47352,25338,22014,366598,200051,166547,925,869,90.66,95.56,85.39,"24.585445,73.712479"
92,9,UTTAR PRADESH,7,1,Saharanpur ,703345,371858,331487,88501,47024,41477,479218,265417,213801,891,882,77.94,81.71,73.72,"29.967079,77.5510172"
93,9,UTTAR PRADESH,7,2,Shamli ,107233,57236,49997,13724,7634,6090,76650,43469,33181,874,798,81.97,87.64,75.57,"29.4507575,77.3152116"
94,9,UTTAR PRADESH,71,2,Muzaffarnagar ,392451,206902,185549,48692,26401,22291,278405,154902,123503,897,844,80.99,85.82,75.65,"29.4726817,77.7085091"
95,9,UTTAR PRADESH,7,4,Moradabad ,889810,466432,423378,110376,57999,52377,550637,302447,248190,908,903,70.65,74.05,66.9,"28.8386481,78.7733286"
96,9,UTTAR PRADESH,7,4,Sambhal ,221334,116008,105326,34279,17702,16577,92608,51382,41226,908,936,49.51,52.27,46.45,"28.5903614,78.5717631"
97,9,UTTAR PRADESH,7,4,Chandausi ,114254,60238,54016,14417,7730,6687,72515,40323,32192,897,865,72.63,76.79,68.02,"28.4480507,78.7796105"
98,9,UTTAR PRADESH,71,5,Rampur ,325248,169826,155422,37945,19736,18209,174508,95157,79351,915,923,60.74,63.4,57.83,"25.4842209,82.5916032"
99,9,UTTAR PRADESH,7,6,Amroha ,197135,102804,94331,26855,13799,13056,108772,60621,48151,918,946,63.88,68.11,59.24,"28.9043537,78.4673426"
100,9,UTTAR PRADESH,71,7,Meerut ,1309023,689567,619456,163910,88567,75343,889729,499928,389801,898,851,77.7,83.18,71.64,"28.9844618,77.7064137"
101,9,UTTAR PRADESH,7,8,Baraut ,102733,54521,48212,13536,7387,6149,69559,39900,29659,884,832,77.98,84.65,70.51,"29.0998902,77.2606149"
102,9,UTTAR PRADESH,71,9,Modinagar ,130161,69179,60982,14181,7975,6206,104383,58282,46101,882,778,90,95.23,84.16,"28.8316307,77.5779592"
103,9,UTTAR PRADESH,71,9,Loni ,512296,273859,238437,76231,40450,35781,328096,194048,134048,871,885,75.24,83.14,66.15,"28.7316438,77.3008506"
104,9,UTTAR PRADESH,81,9,Khora ,189410,102669,86741,26599,14350,12249,140013,82194,57819,845,854,86,93.06,77.62,"28.753915,77.3999054"
105,9,UTTAR PRADESH,7,9,Hapur ,262801,139694,123107,36714,19822,16892,170325,98394,71931,881,852,75.34,82.08,67.72,"28.7305798,77.7758825"
106,9,UTTAR PRADESH,8,10,Noida ,642381,352577,289804,83530,44493,39037,495045,286216,208829,822,877,88.58,92.9,83.28,"28.5355161,77.3910265"
107,9,UTTAR PRADESH,8,10,Greater Noida ,107676,58662,49014,15517,8512,7005,79757,45878,33879,836,823,86.54,91.48,80.65,"28.4743879,77.5039904"
108,9,UTTAR PRADESH,71,11,Bulandshahr ,222826,116923,105903,28936,15892,13044,153135,86408,66727,906,821,78.98,85.53,71.86,"28.406963,77.8498292"
109,9,UTTAR PRADESH,71,11,Khurja ,111089,58577,52512,15510,8502,7008,64643,37048,27595,896,824,67.63,73.99,60.64,"28.2513538,77.8538797"
110,9,UTTAR PRADESH,71,12,Aligarh ,872575,463123,409452,113658,60620,53038,533969,303886,230083,884,875,70.36,75.5,64.55,"27.8973944,78.0880129"
111,9,UTTAR PRADESH,71,13,Hathras ,137509,73376,64133,16686,9096,7590,95524,53918,41606,874,834,79.06,83.88,73.58,"27.6056212,78.0537813"
112,9,UTTAR PRADESH,71,14,Mathura ,349336,186586,162750,41888,22536,19352,235976,134597,101379,872,859,76.75,82.05,70.7,"27.4924134,77.673673"
