state_code,state_name,level,dist_code,name_of_city,population_total,population_male,population_female,0-6_population_total,0-6_population_male,0-6_population_female,literates_total,literates_male,literates_female,sex_ratio,child_sex_ratio,effective_literacy_rate_total,effective_literacy_rate_male,effective_literacy_rate_female
27,MAHARASHTRA,7,07,Achalpur (M Cl),"112,293","58,256","54,037","11,810","6,186","5,624","92,433","49,347","43,086",928,909,91.99,94.77,89.00
27,MAHARASHTRA,7,07,Amravati (M Corp.),"646,801","330,544","316,257","62,497","32,713","29,784","543,568","284,490","259,078",957,910,93.03,95.52,90.44
27,MAHARASHTRA,7,08,Wardha (M Cl),"105,543","53,241","52,302","9,754","5,139","4,615","90,091","46,752","43,339",982,898,94.05,97.19,90.88
27,MAHARASHTRA,7,08,Hinganghat (M Cl),"100,416","51,881","48,535","9,681","5,175","4,506","85,599","45,728","39,871",936,871,94.34,97.91,90.56
27,MAHARASHTRA,71,09,Nagpur (M Corp.),"2,405,421","1,226,610","1,178,811","237,865","123,851","114,014","2,018,598","1,060,359","958,239",961,921,93.13,96.16,89.99
27,MAHARASHTRA,7,11,Gondiya (M Cl),"132,889","66,756","66,133","12,835","6,652","6,183","112,490","58,721","53,769",991,929,93.70,97.70,89.69
27,MAHARASHTRA,7,13,Chandrapur (M Cl),"321,036","165,125","155,911","30,353","15,921","14,432","263,962","142,528","121,434",944,906,90.81,95.53,85.83
27,MAHARASHTRA,71,14,Yavatmal (M Cl),"116,714","58,717","57,997","11,081","5,894","5,187","96,980","50,419","46,561",988,880,91.81,95.45,88.17
27,MAHARASHTRA,7,15,Nanded Waghala (M Corp.),"550,564","286,152","264,412","68,181","36,417","31,764","421,606","231,449","190,157",924,872,87.40,92.68,81.74
27,MAHARASHTRA,7,17,Parbhani (M Cl),"307,191","157,628","149,563","40,075","21,187","18,888","225,298","123,760","101,538",949,891,84.34,90.71,77.70
27,MAHARASHTRA,7,18,Jalna (M Cl),"285,349","147,714","137,635","37,695","19,982","17,713","209,531","116,300","93,231",932,886,84.61,91.05,77.74
27,MAHARASHTRA,71,19,Aurangabad (M Corp.),"1,171,330","610,377","560,953","151,827","81,671","70,156","908,725","497,404","411,321",919,859,89.13,94.08,83.81
27,MAHARASHTRA,71,20,Nashik (M Corp.),"1,486,973","784,995","701,978","169,753","91,457","78,296","1,198,144","658,585","539,559",894,856,90.96,94.96,86.51
27,MAHARASHTRA,71,20,Malegoan (M Corp.),"471,006","239,243","231,763","74,494","38,387","36,107","343,611","181,084","162,527",969,941,86.66,90.16,83.07
27,MAHARASHTRA,7,21,Vasai Virar City (M Corp.),"1,221,233","649,535","571,698","137,343","71,716","65,627","987,916","548,138","439,778",880,915,91.15,94.86,86.90
27,MAHARASHTRA,71,21,Bhiwandi (M Corp.),"711,329","418,478","292,851","88,613","45,820","42,793","507,722","314,906","192,816",700,934,81.53,84.50,77.11
27,MAHARASHTRA,71,99,Greater Mumbai (M Corp.),"12,478,447","6,736,815","5,741,632","1,139,146","599,007","540,139","10,237,586","5,727,774","4,509,812",852,902,90.28,93.32,86.70
27,MAHARASHTRA,71,21,Mira-Bhayander (M Corp.),"814,655","434,330","380,325","84,238","44,688","39,550","684,165","375,671","308,494",876,885,93.67,96.41,90.53
27,MAHARASHTRA,71,21,Thane (M Corp.),"1,818,872","966,293","852,579","186,259","98,017","88,242","1,491,552","817,828","673,724",882,900,91.36,94.19,88.14
27,MAHARASHTRA,71,21,Navi Mumbai (M Corp.),"1,119,477","611,501","507,976","124,015","65,230","58,785","911,542","519,257","392,285",831,901,91.57,95.05,87.33
27,MAHARASHTRA,71,21,Kalyan-Dombivali (M Corp.),"1,246,381","650,075","596,306","117,167","61,919","55,248","1,050,798","565,304","485,494",917,892,93.06,96.11,89.73
27,MAHARASHTRA,71,21,Ulhasnagar (M Corp.),"506,937","270,373","236,564","48,513","25,492","23,021","408,959","227,975","180,984",875,903,89.21,93.10,84.75
27,MAHARASHTRA,71,21,Ambernath (M Cl),"254,003","133,006","120,997","27,465","14,406","13,059","201,707","111,273","90,434",910,906,89.04,93.82,83.78
27,MAHARASHTRA,71,21,Badalapur (M Cl),"175,516","91,695","83,821","17,194","9,096","8,098","146,259","78,910","67,349",914,890,92.38,95.53,88.94
27,MAHARASHTRA,7,24,Panvel (M Cl),"180,464","93,135","87,329","17,512","9,213","8,299","153,138","80,790","72,348",938,901,93.98,96.27,91.54
27,MAHARASHTRA,8,24,Navi Mumbai Panvel Raigad (CT),"194,999","107,771","87,228","25,679","13,633","12,046","153,608","88,833","64,775",809,884,90.72,94.36,86.16
27,MAHARASHTRA,71,25,Pune (M Corp.),"3,115,431","1,602,137","1,513,294","324,572","171,152","153,420","2,556,743","1,361,257","1,195,486",945,896,91.61,95.13,87.91
27,MAHARASHTRA,71,25,Pimpri-Chinchwad (M Corp.),"1,729,359","945,953","783,406","216,695","116,421","100,274","1,374,986","784,984","590,002",828,861,90.90,94.63,86.37
27,MAHARASHTRA,71,26,Ahmadnagar (M Corp.),"350,905","179,755","171,150","36,712","19,748","16,964","287,468","152,819","134,649",952,859,91.49,95.51,87.33
27,MAHARASHTRA,7,27,Bid (M Cl),"146,237","75,655","70,582","19,580","10,626","8,954","112,171","61,135","51,036",933,843,88.56,94.01,82.81
27,MAHARASHTRA,7,28,Latur (M Cl),"382,754","198,151","184,603","45,822","24,773","21,049","291,226","160,070","131,156",932,850,86.43,92.32,80.19
27,MAHARASHTRA,7,28,Udgir (M Cl),"104,063","54,445","49,618","13,075","6,933","6,142","78,051","43,518","34,533",911,886,85.78,91.59,79.43
27,MAHARASHTRA,7,29,Osmanabad (M Cl),"112,085","58,098","53,987","13,346","7,184","6,162","87,041","47,577","39,464",929,858,88.15,93.45,82.52
27,MAHARASHTRA,7,30,Barshi (M Cl),"118,573","60,857","57,716","13,029","7,060","5,969","91,260","49,965","41,295",948,845,86.47,92.88,79.80
27,MAHARASHTRA,7,30,Solapur (M Corp.),"951,118","482,194","468,924","104,466","54,728","49,738","710,180","390,335","319,845",972,909,83.88,91.31,76.30
27,MAHARASHTRA,71,31,Satara (M Cl),"120,079","61,075","59,004","11,023","5,833","5,190","101,320","53,241","48,079",966,890,92.91,96.38,89.34
27,MAHARASHTRA,71,34,Ichalkaranji (M Cl),"287,570","149,691","137,879","32,880","17,402","15,478","223,752","123,878","99,874",921,889,87.85,93.64,81.60
27,MAHARASHTRA,71,34,Kolapur (M Corp.),"549,283","280,820","268,463","49,914","27,245","22,669","459,999","244,256","215,743",956,832,92.12,96.32,87.77
27,MAHARASHTRA,71,35,Sangli Miraj Kupwad (M Corp.),"502,697","255,270","247,427","51,536","27,524","24,012","397,395","212,703","184,692",969,872,88.08,93.39,82.67
28,ANDHRA PRADESH,71,01,Adilabad (M),"117,388","59,232","58,156","13,103","6,731","6,372","83,955","46,295","37,660",982,947,80.51,88.18,72.73
28,ANDHRA PRADESH,7,02,Nizamabad (M Corp.),"310,467","155,163","155,304","34,256","17,408","16,848","221,829","119,603","102,226",1001,968,80.31,86.82,73.83
28,ANDHRA PRADESH,71,03,Ramagundam (M),"229,632","116,920","112,712","16,967","8,946","8,021","160,646","89,722","70,924",964,897,75.54,83.10,67.75
28,ANDHRA PRADESH,71,03,Karimnagar (M Corp.),"260,899","131,769","129,130","25,035","12,831","12,204","204,614","110,146","94,468",980,951,86.75,92.61,80.79
28,ANDHRA PRADESH,71,99,Greater Hyderabad (M Corp.),"6,809,970","3,500,802","3,309,168","725,816","373,794","352,022","5,047,705","2,688,111","2,359,594",945,942,82.96,85.96,79.79
28,ANDHRA PRADESH,71,05,Secunderabad (CB),"213,698","111,664","102,034","19,802","10,113","9,689","170,148","92,956","77,192",914,958,87.75,91.54,83.59
28,ANDHRA PRADESH,71,07,Mahbubnagar (M),"157,902","79,423","78,479","16,791","8,761","8,030","119,626","64,187","55,439",988,917,84.77,90.84,78.69
28,ANDHRA PRADESH,71,08,Suryapet (M),"105,250","52,138","53,112","9,388","4,822","4,566","81,366","43,143","38,223",1019,947,84.88,91.18,78.74
28,ANDHRA PRADESH,71,08,Nalgonda (M),"135,163","67,749","67,414","13,562","6,924","6,638","105,885","56,100","49,785",995,959,87.08,92.23,81.92
28,ANDHRA PRADESH,71,08,Miryalaguda (M),"103,855","52,048","51,807","10,435","5,357","5,078","76,693","41,697","34,996",995,948,82.09,89.30,74.89
28,ANDHRA PRADESH,71,09,Warangal (M Corp.),"620,116","310,400","309,716","55,392","28,434","26,958","475,247","258,111","217,136",998,948,84.16,91.54,76.79
28,ANDHRA PRADESH,71,10,"Khammam (M) 
","184,252","91,019","93,233","17,131","8,876","8,255","136,532","71,580","64,952",1024,930,81.70,87.14,76.43
28,ANDHRA PRADESH,71,11,Srikakulam (M),"126,003","62,583","63,420","11,001","5,686","5,315","97,904","52,029","45,875",1013,935,85.13,91.44,78.95
28,ANDHRA PRADESH,71,12,Vizianagaram (M),"227,533","111,596","115,937","20,487","10,495","9,992","169,461","89,155","80,306",1039,952,81.85,88.18,75.80
28,ANDHRA PRADESH,7,13,GVMC (MC),"1,730,320","875,199","855,121","158,924","81,119","77,805","1,298,896","698,959","599,937",977,959,82.66,88.02,77.18
28,ANDHRA PRADESH,71,14,Rajahmundry (M Corp.),"343,903","169,786","174,117","29,883","15,152","14,731","264,653","136,288","128,365",1026,972,84.28,88.14,80.54
28,ANDHRA PRADESH,71,14,Kakinada (M Corp.),"312,255","152,596","159,659","27,181","13,777","13,404","231,559","117,829","113,730",1046,973,81.23,84.88,77.76
28,ANDHRA PRADESH,71,15,Tadepalligudem (M),"103,577","51,176","52,401","9,048","4,662","4,386","78,557","40,283","38,274",1024,941,83.10,86.60,79.71
28,ANDHRA PRADESH,71,15,Eluru (M Corp.),"214,414","105,707","108,707","18,125","9,048","9,077","145,516","74,521","70,995",1028,1003,74.13,77.10,71.26
28,ANDHRA PRADESH,71,15,Bhimavaram (M),"142,280","70,066","72,214","12,157","6,149","6,008","108,535","55,523","53,012",1031,977,83.41,86.87,80.07
28,ANDHRA PRADESH,71,16,Vijayawada (M Corp.),"1,048,240","524,918","523,322","92,848","47,582","45,266","789,038","411,677","377,361",997,951,82.59,86.24,78.94
28,ANDHRA PRADESH,7,16,Gudivada (M),"118,289","58,941","59,348","9,952","5,081","4,871","89,009","46,529","42,480",1007,959,82.16,86.39,77.98
28,ANDHRA PRADESH,7,16,Machilipatnam (M),"170,008","83,561","86,447","13,778","7,076","6,702","130,173","66,337","63,836",1035,947,83.32,86.73,80.05
28,ANDHRA PRADESH,71,17,Narasaraopet (M),"116,329","58,898","57,431","10,445","5,390","5,055","84,123","45,796","38,327",975,938,79.45,85.59,73.18
28,ANDHRA PRADESH,71,17,Guntur (M Corp.),"651,382","323,151","328,231","59,486","30,307","29,179","480,068","252,677","227,391",1016,963,81.11,86.28,76.04
28,ANDHRA PRADESH,7,17,Chilakaluripet (M),"101,550","50,201","51,349","9,525","4,916","4,609","66,336","36,472","29,864",1023,938,72.08,80.54,63.89
28,ANDHRA PRADESH,7,17,Tenali (M),"164,649","81,324","83,325","13,040","6,630","6,410","125,275","64,968","60,307",1025,967,82.63,86.98,78.41
28,ANDHRA PRADESH,71,18,Ongole (M),"202,826","101,728","101,098","18,673","9,651","9,022","153,888","82,322","71,566",994,935,83.57,89.41,77.72
28,ANDHRA PRADESH,71,19,Nellore (M Corp.),"505,258","257,043","248,215","42,041","21,701","20,340","387,192","205,988","181,204",966,937,83.59,87.53,79.52
28,ANDHRA PRADESH,71,20,Proddatur (M),"162,816","81,368","81,448","15,516","7,999","7,517","115,011","63,111","51,900",1001,940,78.08,86.02,70.20
28,ANDHRA PRADESH,71,20,Kadapa (M Corp.),"341,823","171,797","170,026","36,299","18,876","17,423","242,540","131,847","110,693",990,923,79.38,86.22,72.54
28,ANDHRA PRADESH,71,21,Kurnool (M Corp.),"424,920","211,875","213,045","44,264","22,875","21,389","297,490","158,744","138,746",1006,935,78.15,83.99,72.39
28,ANDHRA PRADESH,71,21,Adoni (M),"166,537","82,743","83,794","18,406","9,355","9,051","101,292","56,203","45,089",1013,968,68.38,76.58,60.33
28,ANDHRA PRADESH,71,21,Nandyal (M),"200,746","100,770","99,976","20,588","10,723","9,865","138,525","75,749","62,776",992,920,76.89,84.12,69.67
28,ANDHRA PRADESH,71,22,Anantapur (M Corp.),"262,340","131,506","130,834","23,630","12,409","11,221","195,452","105,452","90,000",995,904,81.88,88.54,75.24
28,ANDHRA PRADESH,7,22,Guntakal (M),"126,479","62,695","63,784","12,614","6,495","6,119","86,197","47,471","38,726",1017,942,75.70,84.47,67.16
28,ANDHRA PRADESH,7,22,Tadpatri (M),"108,249","54,027","54,222","11,325","5,813","5,512","69,948","39,781","30,167",1004,948,72.17,82.51,61.93
28,ANDHRA PRADESH,7,22,Dharmavaram (M),"121,992","62,186","59,806","11,963","6,441","5,522","79,037","45,025","34,012",962,857,71.83,80.77,62.66
28,ANDHRA PRADESH,7,22,Hindupur (M),"151,835","76,625","75,210","16,309","8,263","8,046","103,538","56,177","47,361",982,974,76.40,82.18,70.52
28,ANDHRA PRADESH,71,23,Tirupati (M Corp.),"287,035","145,977","141,058","24,643","12,869","11,774","229,730","123,449","106,281",966,915,87.55,92.74,82.21
28,ANDHRA PRADESH,71,23,Madanapalle (M),"135,669","67,432","68,237","13,448","6,944","6,504","99,486","52,994","46,492",1012,937,81.40,87.61,75.31
28,ANDHRA PRADESH,71,23,Chittoor (M),"153,766","76,566","77,200","13,569","7,112","6,457","121,094","63,681","57,413",1008,908,86.37,91.69,81.16
29,KARNATAKA,71,01,Belgaum (M Corp.),"488,292","246,407","241,885","49,848","25,749","24,099","396,736","208,546","188,190",982,936,90.49,94.51,86.41
29,KARNATAKA,7,02,Bagalkot (CMC),"112,068","56,837","55,231","12,399","6,476","5,923","85,860","46,623","39,237",972,915,86.15,92.58,79.58
29,KARNATAKA,7,03,Bijapur (CMC),"326,360","165,122","161,238","39,134","20,482","18,652","239,631","128,615","111,016",976,911,83.43,88.92,77.86
29,KARNATAKA,71,04,Bidar (CMC),"211,944","109,435","102,509","25,077","13,103","11,974","163,781","89,472","74,309",937,914,87.65,92.88,82.08
29,KARNATAKA,7,05,Raichur (CMC),"232,456","117,408","115,048","27,924","14,286","13,638","158,452","86,973","71,479",980,955,77.47,84.34,70.49
29,KARNATAKA,71,06,Gangawati (CMC),"105,354","52,678","52,676","13,122","6,709","6,413","70,630","39,027","31,603",1000,956,76.58,84.90,68.31
29,KARNATAKA,7,07,Gadag-Betigeri (CMC),"172,813","86,165","86,648","18,419","9,519","8,900","132,094","70,035","62,059",1006,935,85.56,91.37,79.82
29,KARNATAKA,7,08,Hubli-Dharwad *(M Corp.),"943,857","475,980","467,877","99,989","51,293","48,696","736,506","389,290","347,216",983,949,87.28,91.67,82.83
29,KARNATAKA,7,10,Ranibennur (CMC),"106,365","53,933","52,432","11,572","5,982","5,590","85,298","43,234","42,064",972,934,89.98,90.16,89.80
29,KARNATAKA,7,11,Hospet (CMC),"206,159","102,923","103,236","26,478","13,508","12,970","143,776","77,678","66,098",1003,960,80.02,86.87,73.23
29,KARNATAKA,7,11,Bellary (M Corp.),"409,644","206,026","203,618","49,587","25,337","24,250","281,768","153,275","128,493",988,957,78.26,84.83,71.64
29,KARNATAKA,71,12,Chitradurga (CMC),"139,914","70,304","69,610","14,282","7,349","6,933","111,514","58,257","53,257",990,943,88.76,92.54,84.97
29,KARNATAKA,7,13,Davanagere (M Corp.),"435,128","220,544","214,584","44,545","22,888","21,657","331,551","175,747","155,804",973,946,84.89,88.92,80.76
29,KARNATAKA,7,14,Shimoga (CMC),"322,428","161,978","160,450","31,626","16,130","15,496","255,971","133,191","122,780",991,961,88.02,91.32,84.70
29,KARNATAKA,7,14,Bhadravati (CMC),"150,776","75,020","75,756","14,000","7,087","6,913","118,446","62,199","56,247",1010,975,86.60,91.56,81.70
29,KARNATAKA,71,15,Udupi (CMC),"125,350","62,031","63,319","10,283","5,364","4,919","108,041","54,690","53,351",1021,917,93.89,96.51,91.35
29,KARNATAKA,7,16,Chikmagalur (CMC),"118,496","58,859","59,637","10,931","5,599","5,332","96,586","49,742","46,844",1013,952,89.79,93.39,86.26
29,KARNATAKA,7,17,Tumkur (CMC),"305,821","155,406","150,415","29,655","15,233","14,422","237,424","123,904","113,520",968,947,85.97,88.39,83.47
29,KARNATAKA,71,18,BBMP (M Corp.),"8,425,970","4,401,299","4,024,671","862,493","444,639","417,854","6,775,942","3,664,959","3,110,983",914,940,89.59,92.63,86.25
29,KARNATAKA,7,19,Mandya (CMC),"137,735","68,748","68,987","13,269","6,826","6,443","105,938","55,442","50,496",1003,944,85.11,89.54,80.74
29,KARNATAKA,71,20,Hassan (CMC),"133,723","66,380","67,343","12,670","6,517","6,153","109,564","55,610","53,954",1015,944,90.51,92.90,88.17
29,KARNATAKA,71,21,Mangalore (M Corp.),"484,785","240,651","244,134","41,471","21,485","19,986","416,863","211,482","205,381",1014,930,94.03,96.49,91.63
29,KARNATAKA,71,23,Mysore (M Corp.),"887,446","443,813","443,633","77,988","40,106","37,882","702,896","363,157","339,739",1000,945,86.84,89.96,83.73
29,KARNATAKA,71,25,Gulbarga (M Corp.),"532,031","272,451","259,580","69,146","36,073","33,073","387,470","210,817","176,653",953,917,83.71,89.19,77.99
29,KARNATAKA,7,27,Kolar (CMC),"138,553","70,064","68,489","15,993","8,055","7,938","102,978","54,121","48,857",978,985,84.02,87.28,80.69
29,KARNATAKA,71,27,Robertson Pet (CMC),"146,428","72,378","74,050","13,322","6,619","6,703","119,258","61,304","57,954",1023,1013,89.60,93.23,86.05
32,KERALA,71,04,Kozhikode (M Corp.),"432,097","206,494","225,603","41,574","21,208","20,366","378,033","181,451","196,582",1093,960,96.80,97.93,95.78
32,KERALA,71,06,Palakkad (M),"131,019","63,833","67,186","11,614","5,930","5,684","112,479","56,065","56,414",1053,959,94.20,96.83,91.73
32,KERALA,71,07,Thrissur (M.Corp),"315,596","151,999","163,597","25,252","12,953","12,299","282,338","136,694","145,644",1076,950,97.24,98.31,96.26
32,KERALA,71,08,Kochi (M Corp.),"601,574","296,668","304,906","52,466","26,863","25,603","535,318","265,256","270,062",1028,953,97.49,98.31,96.69
32,KERALA,71,11,Alappuzha (M),"174,164","83,888","90,276","15,434","7,934","7,500","153,269","74,454","78,815",1076,945,96.56,98.03,95.21
32,KERALA,71,13,Kollam (M Corp.),"349,033","168,076","180,957","31,304","16,018","15,286","292,641","142,714","149,927",1077,954,92.10,93.85,90.50
32,KERALA,71,14,Thiruvananthapuram (M Corp.),"752,490","364,657","387,833","61,619","31,156","30,463","647,479","316,614","330,865",1064,978,93.72,94.94,92.58
33,TAMIL NADU,71,02,Chennai (M Corp.),"4,681,087","2,357,633","2,323,454","418,541","213,084","205,457","3,850,472","2,004,498","1,845,974",986,964,90.33,93.47,87.16
33,TAMIL NADU,71,01,Avadi (M),"344,701","175,055","169,646","33,414","17,005","16,409","275,881","145,729","130,152",969,965,88.63,92.20,84.94
33,TAMIL NADU,71,01,Tiruvottiyur (M),"248,059","124,852","123,207","24,007","12,185","11,822","197,646","103,197","94,449",987,970,88.21,91.59,84.80
33,TAMIL NADU,71,01,Madavaram (M),"118,525","59,631","58,894","11,835","6,049","5,786","96,308","50,467","45,841",988,957,90.27,94.19,86.32
33,TAMIL NADU,71,01,Ambattur (M),"478,134","241,181","236,953","45,216","23,065","22,151","401,253","208,748","192,505",982,960,92.69,95.71,89.62
33,TAMIL NADU,71,03,Alandur (M),"164,162","82,190","81,972","14,486","7,336","7,150","142,415","72,755","69,660",997,975,95.15,97.20,93.10
33,TAMIL NADU,71,03,Pallavaram (M),"216,308","108,381","107,927","20,936","10,585","10,351","182,201","93,828","88,373",996,978,93.26,95.94,90.57
33,TAMIL NADU,71,03,Tambaram (M),"176,807","90,803","86,004","16,048","7,947","8,101","150,667","79,383","71,284",947,1019,93.72,95.81,91.50
33,TAMIL NADU,71,03,Kancheepuram (M),"164,265","81,990","82,275","14,464","7,331","7,133","132,348","69,538","62,810",1003,973,88.35,93.14,83.59
33,TAMIL NADU,71,04,Vellore (M Corp.),"185,895","91,464","94,431","18,363","9,305","9,058","145,192","75,321","69,871",1032,973,86.67,91.68,81.84
33,TAMIL NADU,7,04,Ambur (M),"113,856","56,052","57,804","12,150","6,216","5,934","88,309","45,439","42,870",1031,955,86.83,91.18,82.65
33,TAMIL NADU,7,05,Tiruvannamalai (M),"144,683","72,351","72,332","14,530","7,413","7,117","106,256","55,585","50,671",1000,960,81.64,85.60,77.70
33,TAMIL NADU,71,07,Salem (M Corp.),"831,038","418,337","412,701","73,218","37,452","35,766","642,662","341,725","300,937",987,955,84.80,89.72,79.84
33,TAMIL NADU,71,09,Erode (M Corp.),"156,953","78,094","78,859","13,675","6,935","6,740","126,638","66,307","60,331",1010,972,88.39,93.18,83.65
33,TAMIL NADU,71,11,Dindigul (M),"207,225","102,927","104,298","18,230","9,301","8,929","171,130","88,360","82,770",1013,960,90.55,94.38,86.79
33,TAMIL NADU,71,13,Tiruchirappalli (M Corp.),"846,915","418,128","428,787","74,381","37,866","36,515","705,492","359,975","345,517",1025,964,91.32,94.66,88.08
33,TAMIL NADU,81,16,Neyveli (TS) (CT),"105,687","53,442","52,245","6,634","3,496","3,138","90,114","47,876","42,238",978,898,90.98,95.86,86.01
33,TAMIL NADU,7,16,Cuddalore (M),"173,361","85,593","87,768","15,940","8,153","7,787","139,388","72,083","67,305",1025,955,88.54,93.08,84.15
33,TAMIL NADU,7,17,Nagapattinam (M),"102,838","50,809","52,029","11,308","5,858","5,450","81,913","42,374","39,539",1024,930,89.49,94.27,84.89
33,TAMIL NADU,71,19,Kumbakonam (M),"140,113","69,350","70,763","11,972","6,032","5,940","117,500","60,262","57,238",1020,985,91.70,95.17,88.30
33,TAMIL NADU,71,19,Thanjavur (M),"222,619","109,291","113,328","18,584","9,581","9,003","186,643","94,696","91,947",1037,940,91.48,94.97,88.14
33,TAMIL NADU,7,20,Pudukkottai (M),"117,215","58,601","58,614","10,853","5,566","5,287","98,054","50,798","47,256",1000,950,92.19,95.78,88.62
33,TAMIL NADU,71,21,Karaikkudi (M),"106,793","53,425","53,368","9,940","5,045","4,895","88,380","46,114","42,266",999,970,91.25,95.32,87.19
33,TAMIL NADU,71,22,Madurai (M Corp.),"1,016,885","509,313","507,572","91,497","46,785","44,712","845,990","440,419","405,571",997,956,91.42,95.22,87.62
33,TAMIL NADU,7,24,Rajapalayam (M),"130,119","64,624","65,495","10,504","5,371","5,133","103,172","54,622","48,550",1013,956,86.25,92.18,80.43
33,TAMIL NADU,71,26,Thoothukkudi (M Corp.),"237,374","118,039","119,335","23,443","11,864","11,579","202,105","102,369","99,736",1011,976,94.47,96.42,92.56
33,TAMIL NADU,71,27,Tirunelveli (M Corp.),"474,838","234,643","240,195","43,988","22,511","21,477","391,972","201,509","190,463",1024,954,90.98,94.99,87.08
33,TAMIL NADU,7,28,Nagercoil (M),"224,329","110,132","114,197","19,034","9,599","9,435","195,748","97,545","98,203",1037,983,95.35,97.03,93.74
33,TAMIL NADU,71,30,Hosur (M),"116,821","59,411","57,410","13,288","6,746","6,542","91,358","48,225","43,133",966,970,88.24,91.57,84.79
33,TAMIL NADU,71,31,Coimbatore (M Corp.),"1,061,447","531,017","530,430","96,261","49,040","47,221","885,471","457,982","427,489",999,963,91.74,95.02,88.47
33,TAMIL NADU,71,31,Kurichi (M),"125,800","63,033","62,767","12,092","6,111","5,981","102,816","53,578","49,238",996,979,90.42,94.13,86.71
33,TAMIL NADU,71,32,Tiruppur (M Corp.),"444,543","227,469","217,074","45,091","23,039","22,052","350,206","189,496","160,710",954,957,87.67,92.69,82.41
34,PUDUCHERRY,71,02,Puducherry (M),"241,773","118,205","123,568","22,412","11,245","11,167","195,861","100,419","95,442",1045,993,89.29,93.88,84.91
34,PUDUCHERRY,71,02,Ozhukarai (M),"300,028","148,154","151,874","29,214","14,910","14,304","244,264","126,663","117,601",1025,959,90.20,95.06,85.48
35,ANDAMAN & NICOBAR ISLANDS,7,03,Port Blair (MC),"100,608","53,247","47,361","9,358","4,852","4,506","81,908","44,908","37,000",889,929,89.76,92.79,86.34
